Id,Incidência-2017,Incidência - 2018,Incidência - 2019,,d1 (18-17),negpos1,d2 (19-18),negpos2,
Veríssimo,26.14,76.71,6023.79,,50.57,1,5947.08,1,
Vermelho Novo,0,0,0,,0,0,0,0,
Vespasiano,18.56,14.71,1620.72,,-3.85,0,1606.01,1,
Viçosa,11.64,19.14,532.66,,7.5,1,513.52,1,
Vieiras,0,0,27.56,,0,0,27.56,1,
Virgem da Lapa,7.13,7.12,79.92,,-0.01,0,72.8,1,
Virgínia,0,0,0,,0,0,0,0,
Virginópolis,0,0,9.49,,0,0,9.49,1,
Virgolândia,17.66,35.63,295.2,,17.97,1,259.57,1,
Visconde do Rio Branco,250.11,1867.31,927.66,,1617.2,1,-939.65,0,
Volta Grande,0,0,324.24,,0,0,324.24,1,
Wenceslau Braz,0,0,39.09,,0,0,39.09,1,
